Domain,Method,Path,Controller/action,Required middleware,Required capability,Required headers,row_version / mutation contract,Idempotency-Key,Feature flag/gate,Day-1 relevance,customer-web status,staff-web status,Gap severity,Required work,Source paths
Staff table board + reservation handling,GET,/api/v1/staff/branches,BranchContextController@index,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,reservation.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,none,YES,NOT_APPLICABLE,DONE/PARTIAL,LOW,Verify branch selection across roles.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Staff ordering + active order,GET,/api/v1/staff/menu/items,MenuCatalogController@index,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,order.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,none,YES,NOT_APPLICABLE,DONE/PARTIAL,LOW,Verify menu availability and branch prices.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Staff table board + reservation handling,GET,/api/v1/staff/tables/board,TableBoardController@index,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,table.board.view,X-Staff-Key; Idempotency-Key for mutations,No,No,none,YES,NOT_APPLICABLE,DONE/PARTIAL,LOW,Run board live proof.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Staff table board + reservation handling,GET,/api/v1/staff/table-board,TableBoardController@legacyIndex,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,table.board.view,X-Staff-Key; Idempotency-Key for mutations,No,No,alias,YES,NOT_APPLICABLE,DONE/PARTIAL,LOW,Prefer canonical /tables/board.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Walk-in/service sessions,GET,/api/v1/staff/tables/{table_id}/active-service-session,ServiceSessionController@showActiveByTable,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,reservation.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,none,YES,NOT_APPLICABLE,PARTIAL,MEDIUM,Verify active session read after walk-in/check-in.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Walk-in/service sessions,POST,/api/v1/staff/service-sessions/walk-in,ServiceSessionController@store,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,reservation.manage,X-Staff-Key; Idempotency-Key for mutations,Payload-dependent,Required,none,YES,NOT_APPLICABLE,PARTIAL/DONE,MEDIUM,Complete walk-in live proof.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Staff table board + reservation handling,POST,/api/v1/staff/reservations/{id}/check-in,ReservationCheckInController@store,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,reservation.manage,X-Staff-Key; Idempotency-Key for mutations,body.row_version required,Required,none,YES,NOT_APPLICABLE,DONE/PARTIAL,MEDIUM,Verify check-in row_version conflict recovery.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Reservation create/list/detail/cancel/reschedule,POST,/api/v1/staff/reservations/{id}/reschedule,ReservationRescheduleController@store,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,reservation.manage,X-Staff-Key; Idempotency-Key for mutations,body.row_version required,Required,none,YES staff,NOT_APPLICABLE,PARTIAL,MEDIUM,Complete staff reschedule UI/proof.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Staff table board + reservation handling,POST,/api/v1/staff/reservations/{id}/move-table,ReservationMoveTableController@store,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,reservation.manage,X-Staff-Key; Idempotency-Key for mutations,body.row_version optional/expected,Required,none,YES,NOT_APPLICABLE,PARTIAL,MEDIUM,Complete move-table UI/proof.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Staff ordering + active order,POST,/api/v1/staff/tables/{table_id}/orders,ReservationOrderController@store,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,order.manage,X-Staff-Key; Idempotency-Key for mutations,body.row_version required,Required,none,YES,NOT_APPLICABLE,DONE/PARTIAL,HIGH,Verify order creation with table row_version.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Staff ordering + active order,POST,/api/v1/staff/orders/{order_id}/items,ReservationOrderController@addItems,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,order.manage,X-Staff-Key; Idempotency-Key for mutations,body.row_version required,Required,none,YES,NOT_APPLICABLE,DONE/PARTIAL,HIGH,Verify add items and conflict recovery.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Checkout/settlement/finalize,POST,/api/v1/staff/orders/{order_id}/close,CheckoutController@close,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,order.manage,X-Staff-Key; Idempotency-Key for mutations,body.row_version required,Required,alias to bill-snapshot,YES,NOT_APPLICABLE,PARTIAL,HIGH,Prefer canonical bill-snapshot/finalize.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Checkout/settlement/finalize,POST,/api/v1/staff/orders/{order_id}/bill-snapshot,CheckoutController@billSnapshot,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,order.manage,X-Staff-Key; Idempotency-Key for mutations,body.row_version required,Required,none,YES,NOT_APPLICABLE,PARTIAL/DONE,HIGH,Verify bill snapshot before payment/finalize.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Checkout/settlement/finalize,GET,/api/v1/staff/orders/{order_id}/settlement-preview,CheckoutController@settlementPreview,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,settlement.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,none,YES,NOT_APPLICABLE,PARTIAL/DONE,MEDIUM,Verify preview details/empty.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Checkout/settlement/finalize,POST,/api/v1/staff/orders/{order_id}/pay,CheckoutController@pay,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,settlement.manage,X-Staff-Key; Idempotency-Key for mutations,body.row_version required,Required,none,YES,NOT_APPLICABLE,PARTIAL/DONE,HIGH,Verify payment method validation and shift handoff.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Checkout/settlement/finalize,POST,/api/v1/staff/orders/{order_id}/checkout,CheckoutController@checkout,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,settlement.manage,X-Staff-Key; Idempotency-Key for mutations,body.row_version required,Required,alias to finalize,YES,NOT_APPLICABLE,PARTIAL,HIGH,Prefer canonical settlement/finalize.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Checkout/settlement/finalize,POST,/api/v1/staff/orders/{order_id}/settlement/finalize,CheckoutController@finalizeSettlement,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,settlement.manage,X-Staff-Key; Idempotency-Key for mutations,body.row_version required,Required,none,YES,NOT_APPLICABLE,PARTIAL/DONE,HIGH,Run live settlement finalize after open cashier shift.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Refund/refund-cancel,GET,/api/v1/staff/reservations/{reservation_id}/refund-preview,ReservationRefundController@preview,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,payment.refund,X-Staff-Key; Idempotency-Key for mutations,No,No,none,YES,NOT_APPLICABLE,PARTIAL/DONE,MEDIUM,Verify preview and edge cases.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Refund/refund-cancel,POST,/api/v1/staff/reservations/{reservation_id}/refund,ReservationRefundController@refund,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,payment.refund,X-Staff-Key; Idempotency-Key for mutations,row_version expected by contract/payload,Required,none,YES,NOT_APPLICABLE,PARTIAL/DONE,HIGH,Run refund live proof and reconciliation refresh.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Refund/refund-cancel,POST,/api/v1/staff/reservations/{reservation_id}/refund-cancel,ReservationRefundController@refundAndCancel,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,payment.refund,X-Staff-Key; Idempotency-Key for mutations,row_version expected by contract/payload,Required,none,YES,NOT_APPLICABLE,PARTIAL,HIGH,Run refund-cancel live proof.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Vouchers/promotions + loyalty,GET,/api/v1/staff/reservations/{reservation_id}/vouchers,ReservationVoucherController@index,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,voucher.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,none,NO/optional,GATED/PARTIAL,PARTIAL,MEDIUM,Complete staff voucher panel/proof.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Vouchers/promotions + loyalty,POST,/api/v1/staff/reservations/{reservation_id}/voucher/apply,ReservationVoucherController@apply,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,voucher.manage,X-Staff-Key; Idempotency-Key for mutations,row_version expected,Required,none,NO/optional,GATED/PARTIAL,PARTIAL,HIGH,Complete voucher apply/remove/release with row_version.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Vouchers/promotions + loyalty,POST,/api/v1/staff/reservations/{reservation_id}/voucher/remove,ReservationVoucherController@remove,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,voucher.manage,X-Staff-Key; Idempotency-Key for mutations,row_version expected,Required,none,NO/optional,GATED/PARTIAL,PARTIAL,HIGH,Complete voucher remove/release with row_version.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Vouchers/promotions + loyalty,GET,/api/v1/staff/users/{user_id}/loyalty,LoyaltyLedgerController@showUser,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,loyalty.view,X-Staff-Key; Idempotency-Key for mutations,No,No,none,NO/optional,GATED/PARTIAL,PARTIAL,MEDIUM,Complete loyalty read/adjust UX.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Vouchers/promotions + loyalty,POST,/api/v1/staff/users/{user_id}/loyalty/adjust,LoyaltyLedgerController@adjustUser,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,loyalty.adjust,X-Staff-Key; Idempotency-Key for mutations,payload-dependent,Required,none,NO/optional,GATED/PARTIAL,PARTIAL,HIGH,Complete staff adjustment with audit warning.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Staff table board + reservation handling,POST,/api/v1/staff/tables/{table_id}/release,TableReleaseController@store,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,table.release,X-Staff-Key; Idempotency-Key for mutations,row_version optional/expected,Required,none,YES,NOT_APPLICABLE,PARTIAL/DONE,MEDIUM,Verify release conflict and active links.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Waiting list customer + staff coordination,GET,/api/v1/staff/waiting-list,StaffWaitlistController@index,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,waiting_list.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,none,YES staff manual,GATED/PARTIAL,DONE/PARTIAL,LOW,Verify manual list.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Waiting list customer + staff coordination,POST,/api/v1/staff/waiting-list,StaffWaitlistController@store,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,waiting_list.manage,X-Staff-Key; Idempotency-Key for mutations,No,Required,none,YES staff manual,GATED/PARTIAL,PARTIAL/DONE,MEDIUM,Verify create via local adapter.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Waiting list customer + staff coordination,POST,/api/v1/staff/waiting-list/{id}/notify,StaffWaitlistController@notify,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,waiting_list.manage,X-Staff-Key; Idempotency-Key for mutations,body.row_version required,Required,none,YES staff manual,GATED/PARTIAL,DONE/PARTIAL,MEDIUM,Verify notify with table selection/fallback.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Waiting list customer + staff coordination,POST,/api/v1/staff/waiting-list/{id}/seat,StaffWaitlistController@seat,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,waiting_list.manage,X-Staff-Key; Idempotency-Key for mutations,body.row_version required,Required,none,YES staff manual,GATED/PARTIAL,DONE/PARTIAL,MEDIUM,Verify seat and board refresh.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Waiting list customer + staff coordination,POST,/api/v1/staff/waiting-list/{id}/cancel,StaffWaitlistController@cancel,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,waiting_list.manage,X-Staff-Key; Idempotency-Key for mutations,body.row_version required,Required,none,YES staff manual,GATED/PARTIAL,PARTIAL/DONE,MEDIUM,Verify cancel conflict recovery.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Waiting list customer + staff coordination,POST,/api/v1/staff/waiting-list/{id}/advance,StaffWaitlistController@advance,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,waiting_list.manage,X-Staff-Key; Idempotency-Key for mutations,body.row_version required,Required,waiting_list.advanced_automation off day1,NO automation,GATED/PARTIAL,PARTIAL,HIGH,Keep advanced automation off until rollout.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Waiting list customer + staff coordination,GET,/api/v1/staff/waiting-list/changes,OperationalChangeFeedController@waitingListChanges,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,waiting_list.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,none,YES staff manual,GATED/PARTIAL,PARTIAL,MEDIUM,Add polling/realtime proof.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Conversations,GET,/api/v1/staff/conversations,ConversationInboxController@index,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,conversation.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,staff.conversation_inbox off day1,NO,NOT_APPLICABLE,GATED/PARTIAL,MEDIUM,Keep gated; complete inbox proof.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Conversations,GET,/api/v1/staff/conversations/{conversation_id},ConversationInboxController@show,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,conversation.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,staff.conversation_inbox off day1,NO,NOT_APPLICABLE,GATED/PARTIAL,MEDIUM,Complete detail proof.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Conversations,POST,/api/v1/staff/conversations/{conversation_id}/take-over,ConversationInboxController@takeOver,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,conversation.manage,X-Staff-Key; Idempotency-Key for mutations,payload-dependent,Required,staff.conversation_inbox off day1,NO,NOT_APPLICABLE,GATED/PARTIAL,MEDIUM,Complete action gating and tests.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Reservation create/list/detail/cancel/reschedule,GET,/api/v1/staff/reservations,ReservationInboxController@index,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,reservation.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,none,YES,NOT_APPLICABLE,DONE/PARTIAL,LOW,Verify filters/empty.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Reservation create/list/detail/cancel/reschedule,GET,/api/v1/staff/reservations/{reservation_id},ReservationInboxController@show,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,reservation.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,none,YES,NOT_APPLICABLE,DONE/PARTIAL,LOW,Verify detail.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Staff ordering + active order,GET,/api/v1/staff/reservations/{reservation_id}/orders,ReservationOrderController@indexByReservation,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,order.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,none,YES,NOT_APPLICABLE,PARTIAL,MEDIUM,Verify reservation order list.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Staff table board + reservation handling,GET,/api/v1/staff/reservations/timeline,ReservationTimelineController@index,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,reservation.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,none,YES,NOT_APPLICABLE,PARTIAL,MEDIUM,Verify timeline workspace.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Staff table board + reservation handling,POST,/api/v1/staff/reservations/{id}/assign-table,ReservationBoardAssignmentController@assignSuggested,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,reservation.manage,X-Staff-Key; Idempotency-Key for mutations,body.row_version required,Required,none,YES,NOT_APPLICABLE,DONE/PARTIAL,MEDIUM,Verify assign table from board.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Staff table board + reservation handling,POST,/api/v1/staff/reservations/{id}/assign-best-fit,ReservationBoardAssignmentController@assignBestFit,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,reservation.manage,X-Staff-Key; Idempotency-Key for mutations,body.row_version required,Required,none,YES,NOT_APPLICABLE,DONE/PARTIAL,MEDIUM,Verify best fit assign.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Staff table board + reservation handling,GET,/api/v1/staff/tables/board/changes,OperationalChangeFeedController@boardChanges,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,table.board.view,X-Staff-Key; Idempotency-Key for mutations,No,No,none,YES,NOT_APPLICABLE,PARTIAL,MEDIUM,Verify change-feed polling.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Staff ordering + active order,GET,/api/v1/staff/orders/{order_id},OrderReadController@show,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,order.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,none,YES,NOT_APPLICABLE,DONE/PARTIAL,LOW,Verify order detail.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Staff ordering + active order,GET,/api/v1/staff/tables/{table_id}/active-order,OrderReadController@showActiveByTable,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,order.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,none,YES,PARTIAL,DONE/PARTIAL,LOW,Verify active order by table.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Staff ordering + active order,GET,/api/v1/staff/reservations/{reservation_id}/active-order,OrderReadController@showActiveByReservation,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,order.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,none,YES,PARTIAL,DONE/PARTIAL,LOW,Verify active order by reservation.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Customer deposit preview/payment sessions,GET,/api/v1/staff/reservations/{reservation_id}/deposit-preview,ReservationDepositPaymentController@preview,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,settlement.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,none,NO optional,PARTIAL,PARTIAL,MEDIUM,Verify staff deposit preview.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Customer deposit preview/payment sessions,POST,/api/v1/staff/reservations/{reservation_id}/deposit/pay,ReservationDepositPaymentController@pay,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,settlement.manage,X-Staff-Key; Idempotency-Key for mutations,row_version expected,Required,none,NO optional,PARTIAL,PARTIAL,HIGH,Verify staff deposit capture/pay.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Cashier shift,GET,/api/v1/staff/cashier/shifts,CashierShiftController@index,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,cashier.shift.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,none,YES,NOT_APPLICABLE,DONE/PARTIAL,LOW,Verify shifts list.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Cashier shift,GET,/api/v1/staff/cashier/shifts/current,CashierShiftController@current,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,cashier.shift.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,none,YES,NOT_APPLICABLE,DONE/PARTIAL,LOW,Verify current shift startup.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Cashier shift,POST,/api/v1/staff/cashier/shifts/open,CashierShiftController@open,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,cashier.shift.manage,X-Staff-Key; Idempotency-Key for mutations,No,Required,none,YES,NOT_APPLICABLE,DONE/PARTIAL,MEDIUM,Verify open shift idempotency.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Cashier shift,GET,/api/v1/staff/cashier/shifts/{shift_id},CashierShiftController@show,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,cashier.shift.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,none,YES,NOT_APPLICABLE,DONE/PARTIAL,LOW,Verify shift detail.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Cashier shift,POST,/api/v1/staff/cashier/shifts/{shift_id}/close,CashierShiftController@close,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,cashier.shift.manage,X-Staff-Key; Idempotency-Key for mutations,body.row_version required,Required,none,YES,NOT_APPLICABLE,PARTIAL,MEDIUM,Verify close shift row_version and settlement totals.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Finance invoice/reconciliation,GET,/api/v1/staff/finance/invoices/{reservation_id},InvoiceController@show,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,settlement.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,none,YES finance review,NOT_APPLICABLE,PARTIAL,MEDIUM,Verify invoice show.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Finance invoice/reconciliation,POST,/api/v1/staff/finance/invoices/{reservation_id}/issue,InvoiceController@issue,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,settlement.manage,X-Staff-Key; Idempotency-Key for mutations,row_version expected,Required,none,YES finance review,NOT_APPLICABLE,PARTIAL,HIGH,Verify invoice issue.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Finance invoice/reconciliation,GET,/api/v1/staff/finance/accounting-export,InvoiceController@accountingExport,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,settlement.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,none,NO optional,NOT_APPLICABLE,PARTIAL,MEDIUM,Verify export/download.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Finance invoice/reconciliation,GET,/api/v1/staff/finance/reconciliation,SettlementReconciliationController@index,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,settlement.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,none,YES finance review,NOT_APPLICABLE,PARTIAL/DONE,LOW,Verify reconciliation filters.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Finance invoice/reconciliation,GET,/api/v1/staff/finance/reconciliation/export,SettlementReconciliationController@export,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,settlement.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,none,NO optional,NOT_APPLICABLE,PARTIAL,MEDIUM,Verify export/download.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Finance invoice/reconciliation,GET,/api/v1/staff/finance/reconciliation/{reservation_id},SettlementReconciliationController@show,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,settlement.manage,X-Staff-Key; Idempotency-Key for mutations,No,No,none,YES finance review,NOT_APPLICABLE,PARTIAL,LOW,Verify detail handoff.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Privacy/data export/audit,GET,/api/v1/staff/audit-trail,AuditTrailController@index,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,audit.view,X-Staff-Key; Idempotency-Key for mutations,No,No,none,NO optional,NOT_APPLICABLE,PARTIAL,MEDIUM,Verify audit filters/access.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
Reporting,GET,/api/v1/staff/reporting/daily-sales,SalesReportController@index,require.redis + StaffApiKeyMiddleware + redis throttle unless route-level exception,reporting.view,X-Staff-Key; Idempotency-Key for mutations,No,No,none,NO,NOT_APPLICABLE,PARTIAL,MEDIUM,Complete reporting page proof.,routes/api/staff_pos.php; config/staff_capabilities.php; staff-web/src/shared/api/http.ts; staff-web/src/shared/api/staff-api.ts
